constituency,ac_number,candidate,party,votes,turnout,reserved,region
Egmore,16,U. PRIYADARSINI,MNM,9990,61.13,SC,Chennai Metro
Egmore,16,P.GEETHA LAKSHMI,NTK,6276,61.13,SC,Chennai Metro
Egmore,16,T.PRABHU,DMDK,1293,61.13,SC,Chennai Metro
Egmore,16,None Of The Above,NOTA,1176,61.13,SC,Chennai Metro
Egmore,16,V. PRABHU,IND,492,61.13,SC,Chennai Metro
Egmore,16,K.P.SUNDARAPRATHABAN,BSP,361,61.13,SC,Chennai Metro
Egmore,16,S.JAYAKALPANA,IND,171,61.13,SC,Chennai Metro
Egmore,16,Dr.N. GUNASEKAR,IND,109,61.13,SC,Chennai Metro
Egmore,16,A.PARANTHAMAN,IND,98,61.13,SC,Chennai Metro
Egmore,16,J.CHANDRAKALA,LJP,92,61.13,SC,Chennai Metro
Egmore,16,G.R.RAJENDRAN,IND,84,61.13,SC,Chennai Metro
Egmore,16,G.SHEEJA,Nam India Naam Indiyar Katchi,55,61.13,SC,Chennai Metro
Egmore,16,R.REVANTH,Anaithu Makkal Arasiyal Katchi,45,61.13,SC,Chennai Metro
Egmore,16,M.UTHAYAKUMAR,IND,41,61.13,SC,Chennai Metro
Egmore,16,N.ARAVINTH KUMAR,IND,38,61.13,SC,Chennai Metro
Egmore,16,V.SEKAR,IND,28,61.13,SC,Chennai Metro
Egmore,16,V.ESWARAN,IND,26,61.13,SC,Chennai Metro
Royapuram,17,MURTHY.R.IDREAM,DMK,64424,62.6,GEN,Chennai Metro
Royapuram,17,JAYAKUMAR.D,AIADMK,36645,62.6,GEN,Chennai Metro
Royapuram,17,GUNASEKARAN.S,MNM,8166,62.6,GEN,Chennai Metro
Royapuram,17,KAMALI.S,NTK,7953,62.6,GEN,Chennai Metro
Royapuram,17,RAMAJAYAM.C,AMMK,1128,62.6,GEN,Chennai Metro
Royapuram,17,None Of The Above,NOTA,901,62.6,GEN,Chennai Metro
Royapuram,17,JAMES MARTIN.M,Tamil Nadu Ilangyar Katchi,557,62.6,GEN,Chennai Metro
Royapuram,17,SUGANTHAN.T,IND,205,62.6,GEN,Chennai Metro
Royapuram,17,KUMAR.S,BSP,180,62.6,GEN,Chennai Metro
Royapuram,17,MOHAN.A,Tipu Sultan Party,172,62.6,GEN,Chennai Metro
Royapuram,17,SELVAKUMAR.J,IND,133,62.6,GEN,Chennai Metro
Royapuram,17,DHANASEKARAN.G,IND,109,62.6,GEN,Chennai Metro
Royapuram,17,SUBRAMANI.S.N,IND,85,62.6,GEN,Chennai Metro
Royapuram,17,SUNDARAPANDIAN.R,IND,60,62.6,GEN,Chennai Metro
Royapuram,17,PRASATH.K,IND,58,62.6,GEN,Chennai Metro
Royapuram,17,DINAKARAN.S,IND,56,62.6,GEN,Chennai Metro
Royapuram,17,PRABHAKARAN.V,IND,55,62.6,GEN,Chennai Metro
Royapuram,17,GOKUL.G,IND,52,62.6,GEN,Chennai Metro
Royapuram,17,CHELLAPPPAN.T,IND,50,62.6,GEN,Chennai Metro
Royapuram,17,MURTHY.T.C.S,IND,43,62.6,GEN,Chennai Metro
Royapuram,17,SATHISH.S,IND,30,62.6,GEN,Chennai Metro
Royapuram,17,KALIDASS.K.R,IND,27,62.6,GEN,Chennai Metro
Royapuram,17,VELU.G,IND,27,62.6,GEN,Chennai Metro
Royapuram,17,KARUNAKARAN.H,IND,26,62.6,GEN,Chennai Metro
Royapuram,17,KARTHICK.V,IND,21,62.6,GEN,Chennai Metro
Royapuram,17,PRABHU.D,IND,18,62.6,GEN,Chennai Metro
Royapuram,17,VINDHAN.A,IND,10,62.6,GEN,Chennai Metro
Harbour,18,SEKARBABU. P.K,DMK,59317,57.64,GEN,Chennai Metro
Harbour,18,VINOJ. P. SELVAM,BJP,32043,57.64,GEN,Chennai Metro
Harbour,18,RAMESH. A,MNM,3763,57.64,GEN,Chennai Metro
Harbour,18,AHAMED FAZIL. M,NTK,3357,57.64,GEN,Chennai Metro
Harbour,18,None Of The Above,NOTA,912,57.64,GEN,Chennai Metro
Harbour,18,SANTHANA KRISHNAN. P,AMMK,775,57.64,GEN,Chennai Metro
Harbour,18,RAVIKUMAR. C,BSP,410,57.64,GEN,Chennai Metro
Harbour,18,SELVAM. P,IND,247,57.64,GEN,Chennai Metro
Harbour,18,VIVEK RAM. A,IND,166,57.64,GEN,Chennai Metro
Harbour,18,SURESH. R,IND,117,57.64,GEN,Chennai Metro
Harbour,18,GANESH. S,IND,68,57.64,GEN,Chennai Metro
Harbour,18,SELVARAJ. S,IND,63,57.64,GEN,Chennai Metro
Harbour,18,KAMAL. J,IND,47,57.64,GEN,Chennai Metro
Harbour,18,SIVARAMAN. G,IND,40,57.64,GEN,Chennai Metro
Harbour,18,SHANKAR. A,IND,38,57.64,GEN,Chennai Metro
Harbour,18,SELVAKUMAR. R,IND,37,57.64,GEN,Chennai Metro
Harbour,18,RAMKI. P,IND,33,57.64,GEN,Chennai Metro
Harbour,18,PUGALENTHI. P,IND,28,57.64,GEN,Chennai Metro
Harbour,18,UDHAYAKUMAR. V,IND,25,57.64,GEN,Chennai Metro
Harbour,18,SRINIVASAN. P,IND,25,57.64,GEN,Chennai Metro
Harbour,18,KRISHNAKUMAR. G,IND,22,57.64,GEN,Chennai Metro
Harbour,18,ANANDRAJ. T.K,IND,21,57.64,GEN,Chennai Metro
Harbour,18,DAMODHARAN. A.G,IND,20,57.64,GEN,Chennai Metro
Harbour,18,ZIONRAJ. M,IND,18,57.64,GEN,Chennai Metro
Harbour,18,CHANDRAN. R,IND,13,57.64,GEN,Chennai Metro
Harbour,18,RAGHUNATH. K,IND,13,57.64,GEN,Chennai Metro
Harbour,18,RAMESH. D,IND,12,57.64,GEN,Chennai Metro
Harbour,18,NAGARAJ. S,IND,10,57.64,GEN,Chennai Metro
Harbour,18,MAHALINGAM. D,IND,10,57.64,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,UDHAYANIDHI STALIN,DMK,93285,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,KASSALI A.V.A,PMK,23930,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,JAYASIMMARAJA  S M,NTK,9193,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMMED IDRIS K,IJK,4096,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,None Of The Above,NOTA,2061,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAJENDRAN L,AMMK,1873,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAGHU C,BSP,723,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,TABREZ,Tipu Sultan Party,367,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAVI E,IND,367,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SENTHIL KUMAR H,IND,244,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,SRINIVASAN,IND,139,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,CHANDRANATHAN S,IND,118,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMED RIOZ,Anaithu Makkal Arasiyal Katchi,112,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,NAGARAJAN,IND,110,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,ABID BAKSHQ H HUSSAIN,RPI(A),105,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,RAVI M L,Desiya Makkal Sakthi Katchi,89,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,ANANDAN  K,IND,88,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MUNIYANDI,IND,81,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,KANNAN C,IND,65,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,KRISHNADASAN S,IND,57,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,BALAJI C,IND,53,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MANIKANDAN E,IND,50,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,DILLIRAJ P,IND,49,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MADHANA GOPAL T,IND,42,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,Ganesan P,IND,39,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,BALAJI K,IND,35,58.33,GEN,Chennai Metro
Chepauk-Thiruvallikeni,19,MOHAMMED HUSSAIN,IND,34,58.33,GEN,Chennai Metro
Thousand Lights,20,EZHILAN N,DMK,71867,56.25,GEN,Chennai Metro
Thousand Lights,20,KUSHBOO SUNDAR,BJP,39405,56.25,GEN,Chennai Metro
Thousand Lights,20,K M SHARIFF,MNM,11791,56.25,GEN,Chennai Metro
Thousand Lights,20,SHERINE AJ,NTK,8884,56.25,GEN,Chennai Metro
Thousand Lights,20,None Of The Above,NOTA,1385,56.25,GEN,Chennai Metro
Thousand Lights,20,VAIDHYANATHAN N,AMMK,1155,56.25,GEN,Chennai Metro
Thousand Lights,20,WILLIAMS D,BSP,246,56.25,GEN,Chennai Metro
Thousand Lights,20,RADHA KRISHNAN S,IND,231,56.25,GEN,Chennai Metro
Thousand Lights,20,MANIVANNAN N,IND,229,56.25,GEN,Chennai Metro
Thousand Lights,20,PARTHIBAN V,IND,154,56.25,GEN,Chennai Metro
Thousand Lights,20,DOMNIC A,Nam India Naam Indiyar Katchi,72,56.25,GEN,Chennai Metro
Thousand Lights,20,SANJEEVI S,IND,66,56.25,GEN,Chennai Metro
Thousand Lights,20,SUDAKAR R,IND,66,56.25,GEN,Chennai Metro
Thousand Lights,20,BABU A,IND,65,56.25,GEN,Chennai Metro
Thousand Lights,20,A GEORGE BENNY,IND,62,56.25,GEN,Chennai Metro
Thousand Lights,20,NIRMAL KUMAR S,IND,53,56.25,GEN,Chennai Metro
Thousand Lights,20,RIAZ(A) SYED ZAKEERULLA,Anaithu Makkal Arasiyal Katchi,52,56.25,GEN,Chennai Metro
Thousand Lights,20,P PARIMALA,IND,47,56.25,GEN,Chennai Metro
Thousand Lights,20,VELRAJ S,IND,42,56.25,GEN,Chennai Metro
Thousand Lights,20,DEEBAN M,IND,37,56.25,GEN,Chennai Metro
Thousand Lights,20,SEKAR K,IND,31,56.25,GEN,Chennai Metro
Anna Nagar,21,M.K. Mohan,DMK,80054,57.33,GEN,Chennai Metro
Anna Nagar,21,S. Gokula Indira,AIADMK,52609,57.33,GEN,Chennai Metro
Anna Nagar,21,V. Ponraj,MNM,17522,57.33,GEN,Chennai Metro
Anna Nagar,21,S. Shankar,NTK,10406,57.33,GEN,Chennai Metro
Anna Nagar,21,None Of The Above,NOTA,1545,57.33,GEN,Chennai Metro
Anna Nagar,21,K.N. Gunasekaran,AMMK,1169,57.33,GEN,Chennai Metro
Anna Nagar,21,S.D. Prabhakar,Tamil Nadu Ilangyar Katchi,408,57.33,GEN,Chennai Metro
Anna Nagar,21,D. JeevithKumar,BSP,220,57.33,GEN,Chennai Metro
Anna Nagar,21,S. Sathyanarayanan,IND,158,57.33,GEN,Chennai Metro
Anna Nagar,21,Hari Shankar,IND,142,57.33,GEN,Chennai Metro
Anna Nagar,21,K. Sathish Kumar,IND,125,57.33,GEN,Chennai Metro
Anna Nagar,21,R. Saravanan,IND,122,57.33,GEN,Chennai Metro
Anna Nagar,21,V.M. Nagarajan,IND,86,57.33,GEN,Chennai Metro
Anna Nagar,21,L. Kasinathan,IND,74,57.33,GEN,Chennai Metro
Anna Nagar,21,V. Paulraj Guna,RPI(A),73,57.33,GEN,Chennai Metro
Anna Nagar,21,Ansar Ahamed,Anaithu Makkal Arasiyal Katchi,69,57.33,GEN,Chennai Metro
Anna Nagar,21,P.E. Gopinath,IND,62,57.33,GEN,Chennai Metro
Anna Nagar,21,P. Dhanasekar,Nam India Naam Indiyar Katchi,59,57.33,GEN,Chennai Metro
Anna Nagar,21,S. Yuvaraja,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,56,57.33,GEN,Chennai Metro
Anna Nagar,21,J. Nagaraj,New Generation People’s Party,53,57.33,GEN,Chennai Metro
Anna Nagar,21,M. Veriyandi,Anna MGR Dravida Makkal Kalgam,32,57.33,GEN,Chennai Metro
Anna Nagar,21,M. Manokaran,IND,27,57.33,GEN,Chennai Metro
Anna Nagar,21,P. Manimaran,IND,13,57.33,GEN,Chennai Metro
Anna Nagar,21,A. Jayaprakash,IND,12,57.33,GEN,Chennai Metro
Virugampakkam,22,AMV.PRABHAKARA RAJA,DMK,74351,57.59,GEN,Chennai Metro
Virugampakkam,22,VIRUGAI V.N.RAVI,AIADMK,55984,57.59,GEN,Chennai Metro
Virugampakkam,22,SENEGAN,MNM,16939,57.59,GEN,Chennai Metro
Virugampakkam,22,T.S.RAJENDRAN,NTK,10185,57.59,GEN,Chennai Metro
Virugampakkam,22,M.GUNASEKARAN (A) STAR M.GUNASEKARAN,IND,5186,57.59,GEN,Chennai Metro
Virugampakkam,22,B.PARTHASARATHY,DMDK,1585,57.59,GEN,Chennai Metro
Virugampakkam,22,None Of The Above,NOTA,1563,57.59,GEN,Chennai Metro
Virugampakkam,22,R.MAYILSAMY,IND,1440,57.59,GEN,Chennai Metro
Virugampakkam,22,SATHASIVAM,IND,344,57.59,GEN,Chennai Metro
Virugampakkam,22,M.S.ISMAIL KHAN,All India Jananayaka Makkal Kazhagam,209,57.59,GEN,Chennai Metro
Virugampakkam,22,M.MANNU,IND,148,57.59,GEN,Chennai Metro
Virugampakkam,22,V.GUNASEKARAN,IND,131,57.59,GEN,Chennai Metro
Virugampakkam,22,M.SIVAKUMAR,IND,119,57.59,GEN,Chennai Metro
Virugampakkam,22,G.THANIGACHALAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,90,57.59,GEN,Chennai Metro
Virugampakkam,22,MANJU,Anaithu Makkal Arasiyal Katchi,90,57.59,GEN,Chennai Metro
Virugampakkam,22,S.GUNASEKAR,IND,88,57.59,GEN,Chennai Metro
Virugampakkam,22,G.RAVI,RJD,73,57.59,GEN,Chennai Metro
Virugampakkam,22,M.ELLANGOVAN,IND,72,57.59,GEN,Chennai Metro
Virugampakkam,22,E.SANKAR,IND,68,57.59,GEN,Chennai Metro
Virugampakkam,22,R.PRABAHARAN,Tamizhaga Murpokku Makkal Katchi,65,57.59,GEN,Chennai Metro
Virugampakkam,22,D.SUNDAR SINGH,IND,56,57.59,GEN,Chennai Metro
Virugampakkam,22,D.PRABAKARAN,IND,56,57.59,GEN,Chennai Metro
Virugampakkam,22,M.SRINIVASAN,IND,49,57.59,GEN,Chennai Metro
Virugampakkam,22,V.THALAPATHI,IND,49,57.59,GEN,Chennai Metro
Virugampakkam,22,V.K.KATHIR,IND,48,57.59,GEN,Chennai Metro
Virugampakkam,22,S.R.DINESH KUMAR,Anna MGR Dravida Makkal Kalgam,41,57.59,GEN,Chennai Metro
Virugampakkam,22,K.BOOPATHY,IND,34,57.59,GEN,Chennai Metro
Virugampakkam,22,V.K.SENTHIL KUMAR,IND,24,57.59,GEN,Chennai Metro
Saidapet,23,SUBRAMANIAN. MA,DMK,80194,57.36,GEN,Chennai Metro
Saidapet,23,SAIDAI DURAISAMY,AIADMK,50786,57.36,GEN,Chennai Metro
Saidapet,23,SNEGAPRIYA,MNM,13454,57.36,GEN,Chennai Metro
Saidapet,23,SURESH KUMAR. B,NTK,10717,57.36,GEN,Chennai Metro
Saidapet,23,SENTHAMIZHAN. G,AMMK,2081,57.36,GEN,Chennai Metro
Saidapet,23,None Of The Above,NOTA,1158,57.36,GEN,Chennai Metro
Saidapet,23,KOTTUR KUMAR. R,BSP,274,57.36,GEN,Chennai Metro
Saidapet,23,SAGAYAMARY. N,RPI(A),209,57.36,GEN,Chennai Metro
Saidapet,23,SIVASANKAR. S. R,IND,182,57.36,GEN,Chennai Metro
Saidapet,23,BALAJI. V,IND,145,57.36,GEN,Chennai Metro
Saidapet,23,KANDHASAMY. R,IND,141,57.36,GEN,Chennai Metro
Saidapet,23,MURTHI. R,IND,125,57.36,GEN,Chennai Metro
Saidapet,23,SATHISH KUMAR. S,IND,121,57.36,GEN,Chennai Metro
Saidapet,23,SARAVANAN. D,IND,91,57.36,GEN,Chennai Metro
Saidapet,23,SIVAGNANASAMBANDAN. T,Desiya Makkal Sakthi Katchi,89,57.36,GEN,Chennai Metro
Saidapet,23,JOTHI SAIRAM. S,IND,66,57.36,GEN,Chennai Metro
Saidapet,23,KOTHANDAPANI. K,IND,48,57.36,GEN,Chennai Metro
Saidapet,23,IMRAN KHAN. M,IND,47,57.36,GEN,Chennai Metro
Saidapet,23,MANIMARAN. S,IND,43,57.36,GEN,Chennai Metro
Saidapet,23,PREM KUMAR. A,IND,40,57.36,GEN,Chennai Metro
Saidapet,23,ASHOK KUMAR. V,IND,38,57.36,GEN,Chennai Metro
Saidapet,23,VIJAYA KUMAR. R,IND,37,57.36,GEN,Chennai Metro
Saidapet,23,LOGANATHAN. J,IND,34,57.36,GEN,Chennai Metro
Saidapet,23,VENKATESH. K,IND,32,57.36,GEN,Chennai Metro
Saidapet,23,RISHI KUMAR. A,IND,31,57.36,GEN,Chennai Metro
Saidapet,23,ARUN KUMAR. M,IND,30,57.36,GEN,Chennai Metro
Saidapet,23,VASANTH. H,IND,30,57.36,GEN,Chennai Metro
Saidapet,23,ELANGO. K,IND,23,57.36,GEN,Chennai Metro
Saidapet,23,RAJESH. N,IND,23,57.36,GEN,Chennai Metro
Saidapet,23,PRAKASH. C,IND,20,57.36,GEN,Chennai Metro
Saidapet,23,ALAGANATHAN. B,IND,18,57.36,GEN,Chennai Metro
Theayagaraya Nagar,24,KARUNANITHI J,DMK,56035,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,SATHIYANAARAYANAN B,AIADMK,55898,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,KARUPPIAH PALA,MNM,14567,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,SIVASANKARI S,NTK,8284,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,None Of The Above,NOTA,1617,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,BHARANEESWARAN R,AMMK,782,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,JOHNSON R,BSP,269,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,PALAYAN R,IND,124,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,DHANUSH M,United States of India Party,109,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,RAJASEKARAN D,IND,92,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,VETRI SELVI,Anaithu Makkal Arasiyal Katchi,88,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,KANNAN S,IND,88,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,DHANASEKARAN R,Desiya Makkal Sakthi Katchi,74,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,ELLAPPAN A.K.D,Mahathma Makkal Munnetra Kazhakam,52,55.99,GEN,Chennai Metro
Theayagaraya Nagar,24,THIRUNAVUKKARASU V,Makkalatchi Katchi,35,55.99,GEN,Chennai Metro
Mylapore,25,VELU.DHA,DMK,68392,56.6,GEN,Chennai Metro
Mylapore,25,NATARAJ.R,AIADMK,55759,56.6,GEN,Chennai Metro
Mylapore,25,SRIPRIYA,MNM,14904,56.6,GEN,Chennai Metro
Mylapore,25,MAHALAKSHMI.K,NTK,10124,56.6,GEN,Chennai Metro
Mylapore,25,None Of The Above,NOTA,1287,56.6,GEN,Chennai Metro
Mylapore,25,KARTHICK.D,AMMK,1118,56.6,GEN,Chennai Metro
Mylapore,25,BALAJI,BSP,413,56.6,GEN,Chennai Metro
Mylapore,25,RADHA M (TRANSGENDER),IND,203,56.6,GEN,Chennai Metro
Mylapore,25,NALLAPPAN.G,IND,181,56.6,GEN,Chennai Metro
Mylapore,25,NATARAJAN P,IND,129,56.6,GEN,Chennai Metro
Mylapore,25,PASUPATHI PRAGALATHAN,IND,117,56.6,GEN,Chennai Metro
Mylapore,25,MOHANRAJ.J,Jebamani Janata,113,56.6,GEN,Chennai Metro
Mylapore,25,SELVAKUMAR,IND,112,56.6,GEN,Chennai Metro
Mylapore,25,RANGARAJAN.R,IND,93,56.6,GEN,Chennai Metro
Mylapore,25,NANDAGOPAL.G,IND,87,56.6,GEN,Chennai Metro
Mylapore,25,SENTHIL KUMAR.D,Anaithu Makkal Arasiyal Katchi,82,56.6,GEN,Chennai Metro
Mylapore,25,ARUNRAJ BALAN,IND,76,56.6,GEN,Chennai Metro
Mylapore,25,VARATHARAJAN.V.S,IND,50,56.6,GEN,Chennai Metro
Mylapore,25,KAJENDRAN.M,IND,38,56.6,GEN,Chennai Metro
Mylapore,25,V. VIJAYA KRISHNA,IND,38,56.6,GEN,Chennai Metro
Mylapore,25,SHANMUGARAJAN B,IND,35,56.6,GEN,Chennai Metro
Mylapore,25,MALAR KANNAN.R,IND,29,56.6,GEN,Chennai Metro
Mylapore,25,KUPPUSWAMY.T.M,IND,26,56.6,GEN,Chennai Metro
Mylapore,25,VENKATESH,IND,24,56.6,GEN,Chennai Metro
Velachery,26,JMH.AASSAN MAULAANA,INC,68493,56.18,GEN,Chennai Metro
Velachery,26,M.K.ASHOK,AIADMK,64141,56.18,GEN,Chennai Metro
Velachery,26,Dr. SANTHOSH BABU IAS (Retd),MNM,23072,56.18,GEN,Chennai Metro
Velachery,26,M.KEERTHANA,NTK,14171,56.18,GEN,Chennai Metro
Velachery,26,M.CHANDRABOSE,AMMK,1977,56.18,GEN,Chennai Metro
Velachery,26,None Of The Above,NOTA,1742,56.18,GEN,Chennai Metro
Velachery,26,V.L.REVATHI JAYAKUMARI,Tamil Nadu Ilangyar Katchi,750,56.18,GEN,Chennai Metro
Velachery,26,C.VELU,BSP,477,56.18,GEN,Chennai Metro
Velachery,26,V.SIVARAMAN,IND,282,56.18,GEN,Chennai Metro
Velachery,26,GEETHA,New Generation People’s Party,278,56.18,GEN,Chennai Metro
Velachery,26,A.TAMIL AZHAGAN,IND,229,56.18,GEN,Chennai Metro
Velachery,26,V.HARIHARAN,IND,170,56.18,GEN,Chennai Metro
Velachery,26,N.MAHALAKSHMI,IND,143,56.18,GEN,Chennai Metro
Velachery,26,S.JOTHI KANNAN,IND,117,56.18,GEN,Chennai Metro
Velachery,26,MURALI BALAJI,IND,116,56.18,GEN,Chennai Metro
Velachery,26,S.GOKUL,IND,89,56.18,GEN,Chennai Metro
Velachery,26,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,87,56.18,GEN,Chennai Metro
Velachery,26,A.CHANDRAN,MGR Makkal Katchi,85,56.18,GEN,Chennai Metro
Velachery,26,J.VICTOR PAUL,RPI(A),69,56.18,GEN,Chennai Metro
Velachery,26,D.VENKATESHAN,Anaithu Makkal Arasiyal Katchi,63,56.18,GEN,Chennai Metro
Velachery,26,K.KANNAN,IND,57,56.18,GEN,Chennai Metro
Velachery,26,G.YESUDASAN,IND,48,56.18,GEN,Chennai Metro
Velachery,26,M.VIGNESH,IND,34,56.18,GEN,Chennai Metro
Velachery,26,A.VETRISELVAN,IND,24,56.18,GEN,Chennai Metro
Shozhinganallur,27,S.ARAVINDRAMESH,DMK,171558,55.51,GEN,Chennai Metro
Shozhinganallur,27,K.P.KANDAN,AIADMK,136153,55.51,GEN,Chennai Metro
Shozhinganallur,27,S.MICHAEL,NTK,38872,55.51,GEN,Chennai Metro
Shozhinganallur,27,RAJIV KUMAR,MNM,30284,55.51,GEN,Chennai Metro
Shozhinganallur,27,R.MURUGAN,DMDK,3912,55.51,GEN,Chennai Metro
Shozhinganallur,27,None Of The Above,NOTA,3030,55.51,GEN,Chennai Metro
Shozhinganallur,27,K.SURJITHKUMAR,IND,676,55.51,GEN,Chennai Metro
Shozhinganallur,27,G.PRAKASH ROBERT,BSP,554,55.51,GEN,Chennai Metro
Shozhinganallur,27,S.SENTHIL,IND,477,55.51,GEN,Chennai Metro
Shozhinganallur,27,H.ARAVINDHKUMAR,IND,452,55.51,GEN,Chennai Metro
Shozhinganallur,27,M.RAJESWARIPRIYA,Anaithu Makkal Arasiyal Katchi,427,55.51,GEN,Chennai Metro
Shozhinganallur,27,K.SENTHILKUMAR,IND,310,55.51,GEN,Chennai Metro
Shozhinganallur,27,R.SELVAVIGNESH,IND,176,55.51,GEN,Chennai Metro
Shozhinganallur,27,A.I.AHAMED SHAH,IND,172,55.51,GEN,Chennai Metro
Shozhinganallur,27,T.ELUMALAI,Anna MGR Dravida Munnetra Kazhagam,160,55.51,GEN,Chennai Metro
Shozhinganallur,27,D.SRINIVASAN,IND,149,55.51,GEN,Chennai Metro
Shozhinganallur,27,Dr. V.KANDAN,IND,147,55.51,GEN,Chennai Metro
Shozhinganallur,27,G.VELAVAN,IND,134,55.51,GEN,Chennai Metro
Shozhinganallur,27,E.RAJESH,IND,127,55.51,GEN,Chennai Metro
Shozhinganallur,27,D.VENUGOPAL,IND,117,55.51,GEN,Chennai Metro
Shozhinganallur,27,D.KALANITHI,IND,96,55.51,GEN,Chennai Metro
Shozhinganallur,27,R.RAVICHANDRAN,IND,95,55.51,GEN,Chennai Metro
Shozhinganallur,27,P.ARULRAJ,IND,72,55.51,GEN,Chennai Metro
Shozhinganallur,27,K.NARASIMMAN,IND,58,55.51,GEN,Chennai Metro
Shozhinganallur,27,A.DHANASEKAR,IND,57,55.51,GEN,Chennai Metro
Shozhinganallur,27,S.PRITHIVIRAJ,IND,45,55.51,GEN,Chennai Metro
Shozhinganallur,27,A.MOHAMMED GANI,IND,45,55.51,GEN,Chennai Metro
Alandur,28,T.M.Anbarasan,DMK,116785,60.82,GEN,Chennai Metro
Alandur,28,B.Valarmathi,AIADMK,76214,60.82,GEN,Chennai Metro
Alandur,28,Sarathbabu,MNM,21117,60.82,GEN,Chennai Metro
Alandur,28,Dr.R.Karthikeyan,NTK,16506,60.82,GEN,Chennai Metro
Alandur,28,None Of The Above,NOTA,1888,60.82,GEN,Chennai Metro
Alandur,28,M Mohammed Thameem Ansari,SDPI,1761,60.82,GEN,Chennai Metro
Alandur,28,G Kamalakannan,Tamil Nadu Ilangyar Katchi,1105,60.82,GEN,Chennai Metro
Alandur,28,N.Raja,Desiya Makkal Sakthi Katchi,265,60.82,GEN,Chennai Metro
Alandur,28,A.Abrahamlincon,IND,260,60.82,GEN,Chennai Metro
Alandur,28,M.Valarmathi,IND,239,60.82,GEN,Chennai Metro
Alandur,28,Ali Mohamed,IND,220,60.82,GEN,Chennai Metro
Alandur,28,E.Anbarasu,IND,202,60.82,GEN,Chennai Metro
Alandur,28,Subashree,Anaithu Makkal Arasiyal Katchi,187,60.82,GEN,Chennai Metro
Alandur,28,S.Sridhar,IND,156,60.82,GEN,Chennai Metro
Alandur,28,P.Sathiyaraj,IND,140,60.82,GEN,Chennai Metro
Alandur,28,M Anbarasu,IND,108,60.82,GEN,Chennai Metro
Alandur,28,Nithyanandham S,IND,107,60.82,GEN,Chennai Metro
Alandur,28,S.Anbarasu,IND,84,60.82,GEN,Chennai Metro
Alandur,28,M.Ashok Kumar,IND,74,60.82,GEN,Chennai Metro
Alandur,28,Dr.R.Suresh,Bhartiya Manavadhikaar Federal Party,63,60.82,GEN,Chennai Metro
Alandur,28,Rajesh Chinnadurai,National Democratic Party of South India,60,60.82,GEN,Chennai Metro
Alandur,28,S.V.Saravanan,IND,56,60.82,GEN,Chennai Metro
Alandur,28,J.Vincent,RPI(A),46,60.82,GEN,Chennai Metro
Alandur,28,K Saravanan,IND,40,60.82,GEN,Chennai Metro
Alandur,28,C Saravanan,IND,40,60.82,GEN,Chennai Metro
